, Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,class
1668,96.0703125,74.56008311,0.703671126,-0.96008249,10.63461538,35.09606176,3.711222329,14.28225887,1
6162,32.7578125,30.35100546,5.216023746,31.46560163,46.31270903,63.7354026,1.721589076,2.326702999,1
8263,91.2265625,55.54210324,0.968755097,0.771035522,35.8235786,69.81180971,1.833787993,2.043154924,1
4749,74.515625,34.35408099,1.863238661,7.586409245,5.974916388,31.30726522,5.486881071,29.91894199,1
12404,55.40625,41.32198974,2.83444103,8.699742924,113.5384615,78.01878489,-0.064314828,-1.014781695,1
9880,47.59375,38.53781372,3.064157395,10.29862309,152.0401338,60.60772268,-0.065605193,-0.579460692,1
9739,83.7734375,52.27903124,1.206697886,1.630834374,97.37374582,90.90552419,0.13263871,-1.683188346,1
10368,84.6953125,49.34849899,0.960378055,1.102570305,5.490802676,27.76409972,6.181767503,40.39924672,1
6496,27.46875,37.28310976,4.430579647,20.84445991,7.814381271,31.36555948,4.772328974,24.50006401,1
6695,86.3125,47.16704855,0.728503395,1.03163107,24.12040134,58.04411497,2.402478393,4.550779232,1
8288,80.4375,48.13972989,1.606092678,2.362365961,32.72324415,65.51169439,1.854559768,2.127182323,1
5363,72.5546875,43.58268159,1.195781848,2.473270911,6.727424749,34.66421753,5.413840112,29.12908212,1
12022,83.1640625,38.85907579,0.837233809,1.988988286,2.929765886,17.79063722,7.750975122,71.9449268,1
6171,101.65625,42.71607526,0.363306008,0.574123091,4.134615385,28.00527493,7.037052931,49.79400089,1
5847,6.9375,33.50670409,5.797935319,34.35071294,122.430602,57.29073626,0.686234836,-0.516564424,1
8087,75.5546875,44.96748975,1.906108429,4.063128989,26.87625418,57.57231664,2.250798135,4.096560177,1
9827,122.1328125,49.43878334,0.169301441,-0.180137727,15.9180602,57.00312414,3.325178619,9.148155617,1
9208,45.546875,33.08343132,4.291156306,23.67373009,15.60702341,44.83227103,3.389806746,11.4423978,1
8082,46.9375,40.08131384,3.669646083,14.43963434,103.6204013,82.38329976,0.018273777,-1.259884185,1
6483,8.2265625,30.90489819,7.627580248,57.07049316,149.777592,65.43616742,-0.331612418,-0.497152087,1
5372,64.65625,38.01509517,2.13145264,7.24299752,37.3319398,73.08902816,1.729440938,1.469152912,1
7747,23.2265625,35.52886477,4.9401255,25.45324765,122.8770903,72.11734986,-0.065027063,-0.678937398,1
7828,49.703125,33.44943931,3.686563982,18.12867716,92.96571906,86.5434992,0.485746675,-1.160444923,1
993,34.0859375,32.45598639,4.578745511,25.10418984,110.9565217,79.35646125,0.105358058,-1.003129925,1
5885,107.234375,37.53924704,0.460121636,1.754737076,3.366220736,22.62552491,8.092202918,70.84555141,1
4208,36.859375,30.05508858,5.501739886,35.59935562,85.35953177,69.03638831,0.689293279,-0.202261963,1
10951,46.5703125,38.00199082,3.909548891,16.57935452,48.40384615,66.27613981,1.453978586,1.245745057,1
2893,14.1484375,35.02768767,4.999419405,26.678071,168.8712375,70.90820395,-0.588690802,-0.977318435,1
1582,35.859375,30.01346947,5.331252206,34.29799837,87.69648829,84.46670608,0.473213253,-1.090533639,1
4129,25.6171875,35.17659047,5.33660541,29.06086168,91.39715719,69.11457667,0.536484532,-0.271944596,1
6370,110.921875,47.46637122,0.84647815,1.01997225,42.50585284,73.42903747,1.421850573,0.496020255,1
6042,80.9609375,35.17332138,2.183944861,8.837161121,12.57608696,41.9203345,3.752025145,13.96083946,1
9140,76.96875,41.42876746,2.108866449,6.045174894,30.04264214,60.05531749,2.144710526,3.704627298,1
12260,47.484375,36.88452936,3.298800061,12.12951179,24.3812709,55.06566573,2.495798577,5.598441147,1
3041,94.5859375,35.77982308,1.187308683,3.68746932,6.071070234,29.76039993,5.318766827,28.69804799,1
5784,20.7890625,53.18814664,3.076011681,8.00513187,148.9138796,57.34438102,-0.462904879,-0.098067083,1
6298,60.4140625,43.64944289,2.735270575,7.695856564,178.7006689,75.10933413,-1.283502152,0.482473988,1
8256,93.9921875,41.04275516,1.10949742,3.641769711,2.714882943,22.02404006,8.988497651,84.35510899,1
11409,48.8046875,31.8134353,3.15342787,16.26118785,9.649665552,38.64829635,4.27320931,17.84728062,1
6343,24.1953125,27.61143858,6.136716697,42.8259995,57.7132107,66.03356696,1.321973986,0.992863952,1
7416,48.40625,31.99839779,4.618345952,24.8178767,23.2951505,55.89135432,2.648807827,6.294357888,1
814,111.3515625,58.11432561,0.39691721,-0.499100853,12.18729097,46.76394188,3.849739332,13.64634383,1
6256,16.2734375,45.49995104,3.750763581,13.74960917,178.4255853,50.81271252,-0.861442064,0.490814296,1
3672,21.7421875,29.36336102,6.298407514,42.54359391,83.39632107,79.00608621,0.501918895,-0.870267085,1
9030,28.375,27.64931057,6.377272815,45.94404838,141.8603679,82.89301685,-0.477222296,-1.067880312,1
1550,95.8984375,56.00318627,0.937979466,0.431099098,172.3988294,73.60595597,-1.145374229,0.266740316,1
4677,69.90625,34.18525758,3.154099811,13.07111451,56.79598662,73.59892111,1.200914462,0.280631176,1
9875,52.109375,32.66119505,3.699436673,19.73857374,47.09197324,82.48933185,1.406347004,0.331634915,1
5711,89.75,38.28205356,1.444485642,4.454507616,16.37959866,50.97981158,3.02987136,7.792147776,1
11820,46.84375,28.87078906,5.123313735,32.65944015,39.56438127,63.95977547,1.748534176,2.259751491,1
6342,34.40625,31.87755811,5.243556896,31.25036068,41.42725753,61.23547314,1.731935856,2.537561569,1
2996,21.7265625,32.54461237,5.72888015,33.54114171,159.1346154,84.21124957,-0.477637589,-1.313405271,1
4834,80.3828125,46.30033091,1.638253591,3.074124288,40.30100334,71.85159617,1.54733821,0.97463544,1
4084,67.171875,38.3534364,2.213705405,9.130930749,8.37541806,34.43590378,4.81411156,23.64356824,1
12521,90.5703125,54.4532029,1.238811579,0.880609879,152.4197324,73.97177722,-0.933087708,-0.371531583,1
7898,56.6171875,36.8256282,3.170534272,13.04289553,116.1655518,91.66224728,-0.128000436,-1.587711289,1
10871,32.0859375,27.47073083,5.290711395,36.58425785,67.80602007,73.14644333,1.012569622,0.054996062,1
673,43.671875,43.60603266,3.633499647,13.02126336,111.1070234,75.48962974,0.263896884,-0.848741355,1
11998,6.1875,30.85392753,6.476885002,42.92076344,138.1956522,49.30449566,0.393867458,0.097969341,1
2723,48.09375,39.64499446,2.769881783,9.862980618,25.33862876,58.64148953,2.489473517,5.13537017,1
874,88.7578125,43.6700602,1.768201048,3.987579956,115.0844482,102.8564707,0.08483579,-1.721599548,1
7808,21.15625,32.83991414,5.038659359,27.73543276,99.29598662,77.89049438,0.178098694,-1.004648753,1
3686,80.265625,49.91719462,1.335702814,1.542415013,161.1312709,89.00716963,-0.987236443,-0.597430422,1
4434,68.171875,39.00923556,1.890852823,5.974870302,7.306856187,32.44494158,5.093572586,27.16879704,1
813,66.3828125,41.0769326,2.312837653,7.79448798,7.407190635,36.72125293,5.141094862,25.64543499,1
11373,90.234375,44.01411073,0.815599722,1.141763994,3.591137124,21.75438806,6.782996309,49.98373208,1
8339,54.3203125,41.48718432,3.229625208,11.20132794,87.5735786,73.66302493,0.646594646,-0.588894016,1
8928,33.4140625,29.1192396,4.840333824,30.20788807,12.60535117,38.58749479,3.515438261,13.21505032,1
9751,64.1484375,37.12186221,2.58500314,9.679898023,10.48411371,41.38499698,4.106325032,16.03161551,1
627,99.0390625,39.98562287,0.6695787,2.276886361,0.964882943,9.944516862,17.04873084,376.808602,1
1837,59.6015625,30.87179635,2.690716985,13.8322474,8.371237458,38.42752779,4.8938503,23.3556497,1
6144,45.1796875,33.57417944,3.860705591,19.01679504,51.35953177,74.69868907,1.371305122,0.587868258,1
3604,32.34375,27.61239461,5.466081293,36.44800254,52.37876254,72.14779181,1.300906485,0.598414701,1
4977,35.046875,27.99158896,5.099622832,32.47168498,71.35117057,74.28286188,0.385474499,-1.360696481,1
2522,51.578125,34.26724232,3.231698289,15.34479939,10.16889632,39.93732426,4.19349118,17.26636941,1
11619,42.921875,37.74598683,3.536086868,14.79670659,73.37207358,68.73610183,0.768769532,-0.052172988,1
9579,104.46875,48.2222941,1.153136192,1.282658503,128.6555184,92.01525827,-0.263265774,-1.488859201,1
9342,70.8828125,41.35547521,1.667338589,4.096050525,3.737458194,24.97697203,7.24159125,54.59931547,1
1633,9.046875,32.25626378,5.853990983,35.55460905,106.0869565,62.63553169,0.582263293,-0.475073707,1
337,17.03125,28.36754789,7.172622696,53.1934326,132.9749164,81.56521309,-0.241343492,-1.153211203,1
9782,18.421875,31.73242855,5.734184572,34.56811951,69.44230769,69.64844244,0.821274273,-0.059284769,1
5141,66.53125,40.78467419,1.935808738,5.267121879,152.0886288,73.37278599,-0.681893341,-0.41529506,1
9929,54.4140625,32.63637908,3.140457942,15.94178552,91.65384615,75.6279105,0.207211623,-0.940666886,1
358,34.8984375,30.92426228,4.422257175,24.95582131,103.4423077,76.23984673,0.363738982,-0.78513902,1
390,23.625,29.94865398,5.688038235,35.98717152,146.5685619,82.39462399,-0.274901598,-1.121848281,1
11299,107.8984375,41.161048,0.237448562,0.781973354,1.703177258,15.46534663,11.46304278,148.4341533,1
619,105.5,41.84177787,0.41714868,0.860092995,2.08277592,19.14167399,10.14673318,107.6216551,1
1772,61.7109375,51.22699977,2.067032136,4.779825102,33.86789298,71.79003158,1.998109007,2.462843553,1
8738,20.5859375,38.95099633,4.107440317,17.45892291,61.43645485,66.93227852,1.363742553,0.809833128,1
9765,68.6015625,33.67824313,2.140574032,8.983355212,13.30602007,51.09879601,3.638970082,11.48002521,1
4124,28.3984375,30.12093848,5.60150491,34.16865153,85.35367893,72.13412694,0.890621628,-0.255434123,1
1063,57.1171875,33.44879975,2.734799376,13.61856663,5.847826087,32.38437503,6.035006112,36.50005897,1
730,42.5546875,31.18037459,4.417519042,25.65261075,17.7173913,48.29203662,3.136579598,9.663884391,1
4922,104.0390625,46.49065806,0.469904566,0.749434609,43.19648829,74.37844354,1.367850954,0.246203152,1
10773,31.6015625,30.68319467,5.777222294,39.10297084,44.61789298,72.7426879,1.518847756,1.004429926,1
2407,101.0078125,41.5616064,0.247110802,0.527799075,2.153846154,19.59876993,9.595103422,94.06356535,1
8221,50.0625,60.16549442,1.926926518,2.924904194,69.12625418,67.68154044,0.907627901,-0.0152805,1
9513,65.3984375,46.69203289,2.241093368,5.810580891,87.96571906,72.43958153,0.509195807,-0.651626359,1
7740,52.0,41.98213906,2.247982321,5.826077561,123.4673913,67.9385403,0.356264573,-0.855169937,1
9975,66.3671875,39.47722268,2.048419995,7.171228861,5.870401338,30.94448195,6.077353527,37.481793,1
8772,34.3828125,28.03990491,5.820933509,40.23854564,52.80518395,74.92169607,1.308382574,0.520161698,1
10287,104.1796875,46.56974501,0.420015592,0.828797922,1.176421405,12.91352041,13.16504916,198.2617233,1
6248,38.6015625,30.42006427,4.454485184,24.83556835,74.60535117,74.77609681,0.936863413,-0.187639851,1
10111,66.4921875,36.70745754,2.422071693,9.505038839,23.47324415,56.76133912,2.425321018,4.736399966,1
12402,42.3125,28.11159403,4.802460021,31.83377405,13.4632107,43.66947325,3.63044253,12.94816097,1
3196,60.2109375,50.80041405,2.021413855,4.14043647,23.73411371,55.5738793,2.424503025,5.009978722,1
12025,98.2109375,47.24250145,0.591122875,0.40110591,1.427257525,12.35872241,13.39411501,218.1620811,1
5960,61.03125,34.26230105,2.813587479,13.14913531,24.33779264,54.4898623,2.57322153,5.97624269,1
10147,41.890625,28.68341049,4.707133919,30.38440322,12.98662207,44.03777819,3.739387485,13.61329582,1
9505,57.265625,34.56775149,2.602551079,10.98865798,19.17558528,57.08473083,2.918643281,7.086953376,1
7024,74.4765625,40.71028833,1.41764242,4.449731236,33.63294314,71.46043332,1.814685721,1.601792036,1
2656,127.5703125,52.57742559,-0.02729173,-0.395729262,3.480769231,24.7504697,7.434577734,56.24746889,1
5106,29.6875,51.50284428,3.012862026,8.177625342,74.89297659,75.50350665,0.980612921,-0.325103855,1
1710,67.046875,45.91719098,2.071121367,5.008109577,142.9448161,88.02688646,-0.505813951,-1.168142364,1
1789,81.640625,36.08296308,1.346785056,4.938703095,16.65217391,51.13121117,3.052324452,8.112335087,1
11976,48.3671875,30.0577234,4.500912427,27.91794242,69.83862876,74.18078711,0.740556013,-0.606040114,1
8892,8.84375,31.10226014,7.147370032,51.3090457,151.7140468,75.04943858,-0.210533461,-1.278222193,1
11247,10.3125,36.10158194,5.616802567,32.14524827,84.56438127,53.1610952,1.072975801,1.020764455,1
621,39.1484375,30.32817632,4.004762208,23.3089483,37.52759197,71.31374746,1.780298706,1.807952045,1
2568,42.5546875,43.10394569,3.603753261,13.37784737,76.10953177,69.86918409,0.549788835,-0.43151001,1
5057,47.6640625,25.22005568,4.65537107,34.56319921,21.15719064,59.45657228,2.803674044,6.495920635,1
12279,116.3125,43.24146411,0.580345426,1.029661169,10.45568562,40.1273334,4.192998605,17.68270745,1
8870,35.28125,28.5790946,5.23632976,32.56266993,86.63461538,87.93267286,0.447778252,-1.223316058,1
10971,40.0,36.26896056,4.300105986,20.39031592,72.85618729,71.37776501,0.55366437,-0.602633589,1
8548,65.078125,43.89611482,1.907605529,4.384834271,78.66889632,69.28976095,0.473621312,-0.650854637,1
5143,37.328125,43.89780557,3.217384472,10.50467693,107.1020067,50.97228209,1.015687661,0.495303231,1
11505,78.1015625,69.39738826,1.303471641,0.420722724,12.90050167,45.03559684,3.926855752,14.82775476,1
12321,51.0703125,49.34574823,2.509115646,6.156814519,103.0635452,77.65851827,0.088468245,-1.002333705,1
11332,55.3359375,30.24826373,3.465647217,17.60217583,64.85953177,82.16119445,0.921124947,-0.550780603,1
1194,26.421875,28.35478613,6.414866062,45.38364068,59.00752508,58.27894613,1.452547751,1.756034769,1
6773,23.4375,31.92783611,5.186538665,29.27567544,41.97491639,62.68876009,1.484328018,1.424919181,1
6909,8.109375,33.7090572,6.172109061,39.09460495,111.3520067,72.14791573,0.204405534,-1.189458162,1
10145,99.265625,37.12594367,0.715227893,1.936421549,29.31688963,66.39636541,2.015641321,2.445002469,1
5567,85.203125,43.58600682,1.140160744,2.280304897,4.195652174,27.13958434,6.859586375,47.7281995,1
9367,71.4453125,36.57415596,1.744121889,6.695118921,13.02508361,44.70222219,3.485496868,11.09146294,1
3179,42.2421875,45.10521486,3.274912409,10.75108954,74.51505017,75.75909456,0.713122645,-0.585218532,1
3911,33.3203125,33.01868164,4.647928345,24.50116729,139.1722408,72.7871118,-0.31980499,-0.787785556,1
11048,19.2109375,28.9681,7.383228067,54.91450581,77.35785953,74.79688682,0.819743173,-0.304083989,1
6111,76.1171875,35.04230058,1.554362622,6.395422289,3.465719064,23.74138806,8.109397541,69.62443497,1
11804,13.109375,35.37836432,5.597915884,31.80896164,34.36956522,55.13577534,1.958834549,3.476016531,1
2192,60.71875,37.98003947,2.314699831,8.663949457,17.06856187,48.22508869,3.301562763,10.74474943,1
5967,113.6484375,44.83417186,0.264485581,-0.036584976,19.98244147,57.81442049,2.700784068,5.673973888,1
3936,112.7421875,54.14826955,0.57316435,0.037932282,60.4222408,72.82610759,0.753237674,-0.825749034,1
4556,24.1328125,30.82317794,6.257434127,41.92342777,92.59782609,57.70332348,0.951039989,0.825567594,1
5652,112.3125,44.83176016,0.270824203,0.561245838,1.219063545,11.59664225,13.46452119,230.0604267,1
11139,70.6796875,42.33865211,1.953791964,6.084634634,20.90301003,57.83641408,2.779721174,6.402859472,1
12090,28.1953125,39.21376883,4.269629379,18.15426232,103.8060201,85.64720648,0.095444496,-1.358247918,1
7237,54.3125,37.62079503,3.104716093,13.3905951,5.27173913,28.14779266,6.09455006,39.33132707,1
10103,67.5703125,54.79217605,2.080023822,3.50914516,43.18729097,63.33319576,1.694861154,1.962960382,1
7663,104.53125,47.9394047,0.865707929,0.848686501,2.449832776,17.39243074,9.904190427,110.2218337,1
2837,12.5078125,27.59755313,7.572576517,58.2945011,42.61287625,59.37783446,1.565603259,1.907165001,1
5400,30.671875,29.75528035,4.833092002,29.25412118,17.56103679,46.31627985,3.260513515,10.76072703,1
1040,37.6640625,39.51290876,3.495256736,13.13504707,7.785117057,27.56202757,5.014885742,29.18375371,1
7904,69.109375,42.07066867,2.180833484,6.749524537,44.17892977,66.00630676,1.462897272,1.253168857,1
6832,28.2265625,31.27579307,4.948784161,27.52994766,85.21571906,72.5315774,0.536083971,-0.479415846,1
6758,28.1953125,28.26494588,5.782784693,38.42635015,50.84866221,68.16279701,1.582775516,1.50794345,1
12121,76.6171875,38.16004969,1.72805597,5.587436324,13.74080268,47.20351626,3.643666489,12.48082938,1
5285,77.3828125,39.1695276,2.213106287,7.49103005,17.27173913,48.32784746,3.183798985,9.779543823,1
2113,19.4140625,36.90306715,4.574662379,22.17394704,16.5777592,40.84932105,3.139949017,10.35582939,1
7087,93.390625,40.51566718,1.304394754,3.681271608,27.67056856,62.0302292,2.041910766,2.664089313,1
10430,100.3984375,39.28369172,0.369517807,0.901278265,2.649665552,21.38761187,8.520891954,74.55435958,1
11348,9.4453125,32.42293955,5.901331773,36.14395837,110.5643813,63.80673449,0.460033325,-0.828869488,1
909,68.1015625,34.94836366,2.10780892,8.442367704,5.709866221,31.01071025,5.862879274,34.59967467,1
5858,26.53125,30.71820956,5.436224105,32.43774101,31.38628763,51.3579928,2.279080658,5.406194859,1
11975,74.109375,40.59310948,1.696825468,5.157732788,12.1764214,43.951381,3.92744644,14.74880851,1
9748,25.890625,30.51132842,6.273098563,42.86668102,103.4807692,74.7888251,0.344991045,-0.869918944,1
7135,69.34375,34.9498385,1.52739993,6.204588064,8.514214047,36.16922737,4.5181213,20.17417263,1
2990,26.765625,27.3585808,6.098885783,42.26782453,25.2951505,55.10848841,2.403071004,5.152959243,1
7761,57.5546875,46.24337936,2.740055523,7.864373369,2.285117057,16.7783548,10.4503698,121.6933137,1
10375,21.3828125,45.20459066,3.767349993,14.01025025,97.87792642,61.94282195,0.396818617,-0.438507576,1
11352,98.34375,47.0293189,0.868207578,1.112784302,26.10200669,60.65677023,2.225273001,3.622436634,1
3253,45.390625,37.43707937,3.789654194,17.40835227,37.30434783,62.85762711,1.726342662,2.207774532,1
2758,85.578125,45.34461954,1.5705241,3.205262034,1.83277592,14.83472366,12.66582563,180.0859761,1
5781,83.359375,34.93760831,0.770642411,3.047239246,1.439799331,15.81722172,12.08712904,152.9470044,1
2666,70.984375,47.46281182,1.698129534,3.342902637,6.898829431,30.63443914,5.769658132,35.77648585,1
10178,8.9609375,30.21728664,7.513116634,55.84523749,75.5409699,56.31345171,1.133982021,1.029379562,1
12380,55.875,33.68233959,2.734160587,12.05838952,11.1638796,40.07797458,4.024834632,16.18292524,1
9028,51.9921875,34.21633749,2.766794813,11.62790615,32.16638796,69.39900803,1.958864828,2.286999481,1
8712,40.3125,35.80366383,4.073373156,19.88730243,112.2324415,92.99605928,0.26174174,-1.439425217,1
11629,16.0546875,37.73329692,4.970412333,24.33292136,110.5510033,58.82409502,0.5260487,-0.127439908,1
4541,23.34375,36.11038578,5.234768382,28.0879005,70.34949833,59.35442768,1.112250227,1.109907849,1
282,35.15625,30.2377138,4.20347482,24.4866906,34.10117057,62.57739528,1.890020282,2.57213265,1
10207,65.578125,33.34727532,2.351981687,9.971397801,6.403846154,31.10990258,5.646217665,33.64550365,1
7374,66.875,42.18263861,1.878733996,6.119066013,3.695652174,25.49600299,7.296599543,53.94529349,1
5152,51.9140625,33.15730202,3.041655016,14.13903625,33.42140468,68.12322602,1.958334687,2.458222846,1
4227,15.8828125,29.72941018,7.268593181,53.24115298,112.4180602,67.23453292,0.46751992,-0.491603919,1
2512,109.3203125,51.89260749,0.386717797,0.032412194,1.678093645,12.54567128,12.57411112,204.9312164,1
10653,26.2109375,43.75225929,4.021960919,16.03378918,111.4397993,76.77187173,0.011576799,-0.956620612,1
5835,48.2421875,36.49202526,2.935560303,10.88874578,41.5041806,62.89781076,1.472488674,1.305269046,1
1392,110.1171875,46.97532948,0.54111912,0.325996711,36.8319398,69.23188956,1.574852844,0.879544242,1
6344,37.2265625,33.25263496,3.643542588,16.96713818,132.5560201,45.16922146,0.303267649,0.675769791,1
11790,52.171875,37.31100486,3.237044456,12.5337732,56.60535117,71.3767603,1.17797269,0.376362398,1
9976,81.6875,38.70778951,1.495076427,4.399461454,21.39381271,58.69433258,2.695640515,5.782244015,1
12363,10.3203125,26.87120136,7.875742091,63.14953741,38.88795987,58.92379997,1.635319647,2.225702658,1
4407,21.015625,45.07406828,4.452062155,18.53141618,121.3060201,67.25000775,-0.014069784,-0.811779443,1
8215,15.6875,46.58908637,3.62697965,12.69504749,174.8361204,60.93699718,-1.051948265,0.311540147,1
831,75.734375,34.44594596,1.974610962,8.210833977,12.33277592,36.37485482,3.623148117,14.51918499,1
11732,45.8359375,30.90200675,3.716130782,20.86737359,16.60869565,53.46329086,3.32919873,9.888894413,1
5822,58.1484375,39.40338061,2.40403726,7.933314587,30.61371237,60.97807555,1.903758041,2.445592609,1
12319,15.0390625,37.81459753,5.105033067,25.49731091,159.8494983,76.74001035,-0.575016194,-0.941293199,1
2003,19.4921875,32.6716611,5.643641378,33.15621962,54.61705686,57.232719,1.509937251,1.800584867,1
917,105.140625,36.7161269,1.202375439,3.639246019,31.8361204,59.58570652,1.781491554,1.909746524,1
2134,48.0,33.12523585,3.232482712,14.97328566,69.98076923,62.08698018,0.678813792,0.096656476,1
12314,77.921875,56.83495972,1.464574632,1.409660357,37.22324415,69.76036019,1.729314585,1.678063525,1
5571,39.9765625,53.53014117,2.017403345,3.969447362,60.57190635,59.92481923,1.732845539,2.267167776,1
2972,52.96875,31.44636741,3.410426087,16.8392536,41.16889632,67.29030281,1.648879653,1.635625493,1
9377,25.78125,29.41856809,6.394198085,44.77445582,26.16722408,55.69598074,2.412768104,5.322083979,1
1416,30.8671875,29.94588116,5.273403641,32.67567927,24.15635452,50.80910369,2.55538357,6.692879465,1
11062,57.8671875,35.14509458,3.392913848,14.63329698,24.85702341,57.36983632,2.549469547,5.703453999,1
11416,15.2109375,29.00583248,6.214507442,42.13429363,93.77341137,71.00970066,0.23949835,-0.641023543,1
9960,37.3359375,27.64882382,4.967325025,32.75392671,64.1229097,91.89896905,1.04253464,-0.621374164,1
5037,65.171875,35.42820852,1.93486177,7.960342671,3.455685619,23.11471052,7.721696559,62.9557114,1
8789,96.546875,39.51697803,1.128441314,2.58304544,88.47491639,87.97220528,0.238320736,-1.546453911,1
7844,109.328125,47.41853365,0.27417972,0.293364656,5.330267559,29.46213125,5.969767333,36.44341953,1
3626,64.921875,32.22858043,3.429072745,16.42133222,33.67056856,60.49110748,1.748564728,2.088555685,1
11925,71.5,54.94741805,1.771012709,2.65133641,33.94899666,65.00634063,1.865206671,2.211822965,1
1961,82.21875,43.69799364,1.63917658,3.889400357,14.29598662,49.78162363,3.583205806,11.65152623,1
11508,41.375,39.76532723,3.802018452,16.05622183,23.66053512,55.42796537,2.451976243,5.164108329,1
8637,20.6328125,37.68078736,4.47160122,20.83194075,89.77257525,59.61187271,0.624629697,0.209515757,1
270,18.8515625,35.76968205,5.190658282,27.66574162,63.01755853,65.77357171,0.901415515,0.080799131,1
6295,31.5078125,32.41961118,4.863106117,28.54648857,25.98160535,50.55684568,2.392551815,5.598698289,1
3289,11.140625,25.69524955,8.069522046,68.10162173,75.83277592,70.8948215,0.781355646,-0.152781378,1
8240,47.03125,36.98097854,3.744839303,16.50953269,71.88043478,73.55964694,0.973483418,-0.141037482,1
9869,95.1484375,46.66856039,1.054643907,1.925756371,99.30602007,102.4645709,0.273439843,-1.757864752,1
5739,95.9921875,37.4565365,0.464600541,2.155718727,0.95819398,12.08525698,15.61924689,274.3190807,1
334,112.4296875,35.53248593,0.290976003,1.689669757,2.470735786,18.13536005,9.841046265,109.7220446,1
2687,32.921875,33.67180974,4.655360766,24.0367114,37.99916388,65.91602415,1.70029174,1.822946206,1
132,61.671875,36.37545304,2.265220701,8.709980861,5.593645485,29.62396029,6.072215931,38.23599074,1
7448,9.9765625,32.25859015,5.859133735,35.45942226,68.93478261,65.17461055,0.742921419,-0.089009483,1
6142,61.546875,38.90128922,3.024488759,10.33615918,27.79347826,57.33218925,2.237568854,4.322240734,1
7407,27.546875,24.77204176,6.758971677,55.9693161,74.39464883,77.08591896,0.86353316,-0.423537357,1
11768,105.4140625,47.06752585,0.877089025,0.891877313,67.65802676,89.16846037,0.708236991,-1.273889537,1
12413,39.1171875,30.50015909,4.010551871,22.3861641,67.54264214,68.8456712,1.027683359,0.245269538,1
5145,45.171875,29.98361776,4.286046086,24.55955253,28.63043478,57.64589352,2.326077732,4.983662743,1
4054,26.2578125,49.60173354,3.175990643,8.806832605,181.7466555,60.77609984,-0.379428078,-1.119171569,1
8104,55.9296875,38.32186541,2.776419055,9.956893225,78.61956522,69.67275336,0.585582165,-0.426499944,1
1079,92.7734375,47.72188551,1.001202445,1.361122525,43.40050167,74.42784636,1.405874814,0.430680187,1
2906,90.078125,39.19235603,1.369902072,3.981459285,35.20986622,60.57315655,1.635994942,1.609376782,1
2298,72.0546875,37.43396448,1.649153423,5.55712166,12.61622074,42.82000171,3.663286652,13.10299744,1
8167,50.828125,31.80509722,3.160720254,15.9458221,14.98996656,49.5971217,3.495529187,11.30174349,1
8815,68.34375,31.10426958,2.001883491,9.361044194,54.32608696,76.11726797,0.993078221,-0.563096101,1
5903,36.8828125,32.89510343,4.177538111,21.19882157,91.65133779,75.97207069,0.418538803,-0.744468025,1
9449,24.953125,30.35849844,6.592260045,46.09974488,47.05351171,61.68625828,1.505857193,1.832977269,1
12017,102.921875,41.18851656,1.188254763,3.332665667,30.58110368,68.08119742,2.043346738,2.661084433,1
543,102.46875,35.34714838,1.118794002,3.86018177,42.4138796,73.95063056,1.389508736,0.351528273,1
4303,16.0546875,38.06004889,4.992567838,25.49145159,125.7558528,65.50638043,0.214241034,-0.945326427,1
144,114.5859375,59.537085,0.346220816,-0.705472728,3.777591973,26.55616311,7.74997845,60.45059899,1
82,79.0703125,43.38385781,1.584939782,3.885098004,34.2173913,64.41764776,1.718283135,1.680739323,1
10319,31.9375,37.27741231,4.586501952,21.87143411,50.19899666,65.34805603,1.384786676,1.116528506,1
1737,104.171875,42.57256844,0.444380821,1.250158008,3.418896321,21.03606421,7.396831389,60.68193763,1
2188,114.1484375,54.87216534,0.533445955,-0.000584738,9.346153846,38.22321228,4.240435218,17.5764899,1
3065,82.671875,38.31410261,1.479826227,4.046876263,99.409699,91.35474813,0.217772793,-1.535622078,1
2799,8.578125,33.61793824,5.823671052,33.92976076,141.3152174,79.27104219,-0.104045545,-1.315916032,1
321,53.53125,33.00093216,3.245248456,15.66956787,37.44147157,68.44858006,1.693955447,1.566517028,1
4729,40.7890625,30.65678258,5.113481058,32.75232488,55.21237458,78.39269585,1.161472115,0.003675747,1
2177,75.8125,46.96720099,1.623910841,3.116579971,134.4874582,86.85156682,-0.405338234,-1.333759605,1
10181,105.046875,47.0855039,0.408034355,0.331754041,3.5409699,26.12980513,7.5785166,57.36771316,1
4051,91.953125,44.54875478,0.849315069,1.584868649,35.50250836,69.73682607,1.586333182,0.790308618,1
1472,36.03125,33.43252007,4.252095822,21.2237428,30.01588629,57.267216,2.134946094,4.008527087,1
8103,24.546875,29.64315356,5.507383047,34.64385111,22.2951505,51.18912742,2.663496019,6.865731896,1
6784,96.453125,41.16465781,1.283035926,3.646660796,15.68896321,49.03127026,3.222188781,9.373178747,1
9197,43.2265625,30.31609897,5.101297203,32.75339724,43.88461538,71.64244924,1.641698775,1.439339227,1
2828,75.171875,42.48641499,1.80484713,3.566891849,31.56020067,64.44251973,1.89372216,2.244264134,1
